"An error occurred while finishing process. Please refresh the cache","Terjadi galat saat penyelesaian proses. Silahkan perbarui tembolok"
"An error occurred while rebuilding the CatalogInventory Stock Status.","Terjadi galat saat membangun kembali Status Stok CatalogInventory."
"An error occurred while rebuilding the catalog index.","Terjadi galat saat membangun kembali indeks katalog."
"An error occurred while rebuilding the flat catalog category.","Terjadi galat saat membangun kembali kategori katalog datar."
"An error occurred while rebuilding the flat product catalog.","Terjadi galat saat membangun kembali katalog produk datar."
"An error occurred while rebuilding the search index.","Terjadi galat saat membangun kembali indeks pencarian."
"An error occurred while refreshing the Catalog Rewrites.","Terjadi galat saat memperbarui Catalog Rewrite."
"An error occurred while refreshing the Layered Navigation indices.","Terjadi galat ketika memperbarui Indeks Navigasi Berlapis."
"An error occurred while refreshing the catalog rewrites.","Terjadi galat ketika memperbarui katalog penulisan ulang."
"An error occurred while refreshing the layered navigation indices.","Terjadi galat ketika memperbarui Indeks Navigasi Berlapis."
"An error occurred while saving URL Rewrite.","Terjadi galat saat menyimpan URL Rewrite."
"An error occurred while saving account.","Terjadi galat ketika menyimpan akun."
"An error occurred while saving review.","An error occurred while saving review."
"An error occurred while saving the customer.","Terjadi Error ketika menyimpan pelanggan."
"An error occurred while saving this configuration:","Terjadi Error ketika menyimpan konfigurasi ini:"
"An error occurred while saving this role.","Terjadi Error saat menyimpan rolean ini."
"An error occurred while saving this template.","Terjadi Error saat menyimpan template ini."
"An error occurred while updating the selected review(s).","Terjadi galat saat memperbarui tinjauan yang dipilih."
"Any","Setiap"
"Any Attribute Set","Setiap Set Atribut"
"Any Group","Setiap Kelompok"
"Any Status","Setiap Status"
"Any Store","Setiap Penyimpanan"
"Any Type","Setiap Jenis"
"Any Visibility","Setiap Visibilitas"
"Any data created since the backup was made will be lost including admin users, customers and orders.","Any data created since the backup was made will be lost including admin users, customers and orders."
"Archive file name:","Arsip nama file:"
"Are you sure that you want to delete this template?","Apakah anda yakin ingin menghapus template ini?"
"Are you sure that you want to strip tags?","Apakah Anda yakin bahwa Anda ingin strip tag?"
"Are you sure you want to do this?","Apakah anda ingin melakukan ini?"
"Are you sure you want to proceed?","Are you sure you want to proceed?"
"Area","Area"
"As low as:","Serendah:"
"Assigned","Assigned"
"Associated Tags","Associated Tags"
"Attribute Set Name:","Menetapkan nama atribut:"
"Attributes","Atribut"
"Authorization confirmed","Authorization confirmed"
"Authorize","Authorize"
"Authorize application","Authorize application"
"Authorized OAuth Tokens","Authorized OAuth Tokens"
"Automatic (equalize price ranges)","Automatic (equalize price ranges)"
"Automatic (equalize product counts)","Automatic (equalize product counts)"
"Average Order Amount","Rata-rata Jumlah pesanan"
"Average Orders","Rata-rata Pesanan"
"BINARY","BINARI"
"Back","Kembali"
"Back to Login","Kembali ke Login"
"Backup","Backup"
"Backup Name","Backup Name"
"Backup options","Backup options"
"Backups","backup"
"Base currency","Mata Uang Dasar"
"Bcc","Bcc"
"Bestsellers","Terlaris"
"Billing Address","Alamat Tagihan"
"Billing Address: ","Billing Address: "
"Billing Agreement","Persetujuan Tagihan"
"Billing Agreements","Persetujuan Tagihan"
"Block Information","Informasi Blok"
"Both (without and with tax)","keduanya (tanpa atau dengan pajak)"
"Both IPN and PDT","baik IPN dan PDT"
"Browse Files...","Jelajahi file..."
"Bundle with dynamic pricing cannot include custom defined options. Options will not be saved.","Bundle with dynamic pricing cannot include custom defined options. Options will not be saved."
"CMS","CMS"
"CRITICAL","kritis"
"CSV","CSV"
"CSV / Tab separated","CSV / Tab dipisahkan"
"Cache Control","kontrol Cache"
"Cache Control (beta)","Kontrol Cache (beta)"
"Cache Management","Pengelolaan cache"
"Cache Type","Cache Type"
"Cancel","Batal"
"Cannot add new comment.","Tidak dapat menambah komentar baru."
"Cannot add tracking number.","tidak dapat menambahkan nomor pelacakan."
"Cannot create an invoice without products.","Tidak dapat membuat faktur tanpa produk."
"Cannot create credit memo for the order.","Tidak dapat membuat memo kredit untuk pesanan."
"Cannot delete the design change.","Tidak dapat menghapus perubahan desain."
"Cannot delete tracking number.","Tidak dapat menghapus nomor pelacakan."
"Cannot do shipment for the order separately from invoice.","Tidak bisa melakukan pengiriman terpisah dari faktur."
"Cannot do shipment for the order.","Tidak bisa melakukan pengiriman untuk pesanan."
"Cannot initialize shipment for adding tracking number.","Tidak dapat menginisialisasi pengiriman untuk menambahkan nomor pelacakan."
"Cannot initialize shipment for delete tracking number.","Tidak dapat menginisialisasi pengiriman untuk menghapus nomor pelacakan."
"Cannot load track with retrieving identifier.","Tidak dapat memasukkan pelacak dengan pengambilan identitas."
"Cannot retrieve tracking number detail.","Tidak dapat mengambil nomor pelacakan secara rinci."
"Cannot save shipment.","Tidak dapat menyimpan pengiriman."
"Cannot save the credit memo.","Tidak dapat menyimpan memo kredit."
"Cannot send shipment information.","Tidak dapat mengirim informasi pengiriman."
"Cannot update item quantity.","Tidak dapat memperbarui jumlah item barang."
"Cannot update the item\'s quantity.","Tidak dapat memperbarui kuantitas item."
"Card Verification Number","Nomor verifikasi kartu"
"Catalog","Katalog"
"Catalog Price Rules","Katalog aturan harga"
"Catalog Rewrites","Katalog Penilisan Ulang"
"Categories","Kategori"
"Category","Kategori"
"Category:","kategori:"
"Chart is disabled. If you want to enable chart, click <a href=""%s"">here</a>.","Chart is disabled. If you want to enable chart, click <a href=""%s"">here</a>."
"Checkbox","Checkbox"
"Child Transactions","Transaksi Anak-anak"
"Choose Store View:","Choose Store View:"
"Choose an attribute","Pilih atribut"
"Chosen category does not associated with any website, so url rewrite is not possible.","Kategori yang dipilih tidak terasosiasi dengan website, URL Rewrite tidak dimungkinkan."
"Chosen product does not associated with any website, so url rewrite is not possible.","Produk terpilih tidak terasosiasi dengan website, URL Rewrite tidak dimungkinkan."
"Clear","Bersihkan"
"Close","Tutup"
"Code","Kode"
"Comment text field cannot be empty.","Ruang teks komentar tidak boleh kosong."
"Complete","Lengkap"
"Config form fieldset clone model required to be able to clone fields","Config form fieldset clone model required to be able to clone fields"
"Configuration","Konfigurasi"
"Confirm New Password","Konfirmasi kata sandi baru"
"Confirm token authorization Pop Up for admin","Confirm token authorization Pop Up for admin"
"Confirm token authorization for admin","Confirm token authorization for admin"
"Confirmation Of Authorization","Confirmation Of Authorization"
"Confirmed email:","Email yang dikonfirmasi:"
"Connect with the Magento Community","Hubungkan dengan Komunitas Magento"
"Continue","Lanjutkan"
"Convert to Plain Text","Mengkonversi ke Teks Biasa "
"Cookie (unsafe)","Cookie (tidak aman)"
"Country","Negara"
"Country:","Negara:"
"Coupons","Kupon"
"Create","Membuat"
"Create DB Backup","Membuat DB Backup"
"Create New Attribute","Membuat Atribut Baru"
"Create URL Rewrite:","Membua URL Rewrite:"
"Created At","Dibuat Pada"
"Credit Card %s","Kartu Kredit %s"
"Credit Card Number","Nomor kartu kredit"
"Credit Card Number: xxxx-%s","Nomor kartu kredit: xxxx-%s"
"Credit Card Type","Jenis kartu kredit"
"Credit Card Type: %s","Jenis Kartu Kredit: %s"
"Credit Memo History","Riwayat Memo Kredit"
"Credit Memo Totals","Total Kredit Memo"
"Credit Memos","Memo Kredit"
"Credit memo #%s comment added","Memo Kredit #%s Komentar ditambahkan"
"Credit memo #%s created","Memo Kredit #%s Dibuat"
"Credit memo\'s total must be positive.","Memo Kredit Total Harus Positif."
"Currency","Mata Uang"
"Currency ""%s"" is used as %s in %s.","Currency ""%s"" is used as %s in %s."
"Currency Information","Informasi Mata Uang"
"Currency Setup Section","Bagian Pengaturan Mata Uang"
"Current Configuration Scope:","Konfigurasi jangkauan saat ini:"
"Current Month","Bulan Sekarang"
"Custom","Khusus"
"Custom Variable ""%s""","Custom Variable ""%s"""
"Custom Variables","Variabel khusus"
"Customer","Pelanggan"
"Customer Group:","Grup Pelanggan:"
"Customer Groups","Grup pelanggan"
"Customer Name","Nama Pelanggan"
"Customer Reviews","Tinjauan Pelanggan"
"Customer Shopping Carts","Daftar Belanja Pelanggan"
"Customer Since:","Pelanggan sejak:"
"Customer Tax Classes","Kelas Pajak Pelanggan"
"Customer with the same email already exists.","Pelanggan Dengan Email Yang Sama Sudah Tersedia."
"Customers","Pelanggan"
"Customers by Number of Orders","Pelanggan oleh jumlah pesanan"
"Customers by Orders Total","Pelanggan Oleh total Order"
"DHTML Date/Time Selector","DHTML Pemilih Tanggal/Waktu"
"Dashboard","Dashboard"
"Data Format","Format Tanggal"
"Data transfer:","Transfer Data:"
"Database","Basis data"
"Dataflow - Advanced Profiles","Dataflow - Profil Lanjutan"
"Dataflow - Profiles","Dataflow - Profil"
"Date","Tanggal"
"Date & Time","Tanggal & Waktu"
"Date Added","Tanggal ditambahkan"
"Date Updated","tanggal diperbarui"
"Date selection:","Pilihan tanggal:"
"Date selector","Seleksi Tanggal"
"Day","Hari"
"Decimal separator:","Pemisah Tanggal:"
"Default (Admin) Values","Standar (Admin) Nilai"
"Default Billing Address","Alamat tagihan standar"
"Default Config","Konfigurasi Standar"
"Default Template from Locale","template Standar Lokal"
"Default Values","Nilai Standar"
"Default display currency ""%s"" is not available in allowed currencies.","Default display currency ""%s"" is not available in allowed currencies."
"Default scope","lingkup standar"
"Delete","Hapus"
"Delete %s","Hapus %s"
"Delete %s '%s'","Hapus %s '%s'"
"Delete File","Hapus file"
"Delete Image","Hapus Gambar"
"Delete Profile","Hapus Profil"
"Delete Role","Hapus Role"
"Delete Store","Hapus Toko"
"Delete Store View","Hapus Tampilan toko"
"Delete Template","Hapus template"
"Delete User","Hapus Pengguna"
"Delete Website","Haspus situs"
"Description","Deskripsi"
"Design","Desain"
"Design Section","Bagian Desain"
"Details","Detil"
"Developer Section","Bagian pengembang"
"Direction:","Petunjuk:"
"Disable","Disable"
"Disabled","Non aktif"
"Display %s first","Tampilkan %s Pertama"
"Display default currency","Tampilan Mata Uang standar"
"Distributed under GNU LGPL. See %s for details.","Distributed under GNU LGPL. See %s for details."
"Do you really want to KILL parallel process and start new indexing process?","Apakah Anda benar-benar ingin mengakhiri proses paralel dan memulai proses pengindekan baru?"
"Do you really want to proceed?","Do you really want to proceed?"
"Download","Unduh"
"Downloads","Unduh"
"Drag to move","Geser untuk memindahkan"
"Drop-down","Drop-down"
"Edit","Sunting"
"Edit Design Change","Sunting perubahan desain"
"Edit Email Template","Ubah template Email"
"Edit Order","Sunting pesanan"
"Edit Poll","Sunting Poll"
"Edit Queue","Sunting antrian"
"Edit Review","Sunting Tinjauan"
"Edit Role","Edit Role"
"Edit Store View","Sunting tampilan toko"
"Edit System Template","Sunting Sistem template"
"Edit Template","Sunting template"
"Edit URL Rewrite","Edit URL Rewrite"
"Edit User","Sunting Pengguna"
"Edit User '%s'","Sunting pengguna '%s'"
"Edit Website","Sunting situs"
"Email","Email"
"Email Address:","Alamat Email:"
"Email Preview","Tinjauan Email"
"Email to a Friend","Email ke teman"
"Email:","Email:"
"Enable","Aktifkan"
"Enabled","Aktif"
"Enclose Values In:","dicantumkan nilai dalam:"
"Entity Attributes","Atribut entitas"
"Entity Type","Tipe Entitas"
"Entity type:","Jenis Entitas:"
"Error","Error"
"Excel XML","Excel XML"
"Excl. Tax","Excl. Tax"
"Exclude media folder from backup","Exclude media folder from backup"
"Expiration Date","Tanggal Kadaluarsa"
"Expiration Date: %s/%s","Tanggal Kadaluarsa: %s/%s"
"Export","Ekspor"
"Export CSV","Ekspor CSV"
"Export Filters","Ekspor filter"
"Export to:","Ekspor ke:"
"Export:","Ekspor:"
"FTP Host","FTP Host"
"FTP Host[:Port]","FTP Host[:Port]"
"FTP Login","FTP Login"
"FTP Password","FTP Password"
"FTP credentials","FTP credentials"
"Failed","Gagal"
"Failed to add a product to cart by id ""%s"".","Failed to add a product to cart by id ""%s""."
"Failed to cancel the billing agreement.","Gagal untuk membatalkan persetujuan tagihan."
"Failed to clear the JavaScript/CSS cache.","Gagal menghapus cache JavaScript / CSS."
"Failed to delete the billing agreement.","Gagal menghapus perjanjian penagihan."
"Failed to update the profile.","Gagal untuk memperbarui profil."
"Field","Field"
"Field Mapping","Field Mapping"
"File","file"
"File Information","Informasi file"
"File System","Sistem FileFile"
"File mode","Mode file"
"File name:","Nama file:"
"File size should be more than 0 bytes","Ukuran file harus lebih dari 0 byte"
"Finished profile execution.","Menyelesaikan eksekusi profil."
"First Invoice Created Date","Tanggal pembuatan invoice pertama"
"First Name","Nama awal"
"First Name is required field.","Nama awal dibutuhkan field."
"First Name:","Nama Awal:"
"Fixed","Tetap"
"Flush Catalog Images Cache","Gamabar cache Flush Catalog"
"Flush JavaScript/CSS Cache","Flush JavaScript/CSS Cache"
"For category","Untuk Kategori"
"For latest version visit: %s","Untuk versi terbaru kunjungi: %s"
"For product","Untuk Produk"
"Forgot Admin Password","Forgot Admin Password"
"Forgot your password?","Lupa Kata sandi Anda?"
"Forgot your user name or password?","Lupa nama pengguna atau kata sandi Anda?"
"From","Dari"
"GLOBAL","GLOBAL"
"Gb","Gb"
"General Information","Informasi Umum"
"General Section","Bagian umum"
"Get Image Base64","Dapatkan Gambar Base64"
"Get help for this page","Dapatkan bantuan untuk halaman ini"
"Give the verifier code to application administrator","Give the verifier code to application administrator"
"Global Attribute","Atribut Umum"
"Global Record Search","Pencari Global"
"Global Search","Cari Global"
"Go Today","Pergi hari ini"
"Go to messages inbox","Menuju kotak masuk pesan"
"Go to notifications","Menuju notifikasi"
"Google Base","Google Base"
"Google Content","Google Content"
"Google Sitemaps","Google Sitemaps"
"Grand Total","Total keseluruhan"
"Grid (default) / List","Grid (Standar) / Daftar"
"Grid Only","Hanya Grid"
"Group:","Grup:"
"Guest","Tamu"
"HTTP (unsecure)","HTTP (Tidak Aman)"
"HTTPS (SSL)","HTTPS (SSL)"
"Help Us Keep Magento Healthy - Report All Bugs","Tolong kami untuk tetap menjaga Magento tetap sehat - Laporkan semua Bug"
"Helper attributes should not be used in custom layout updates.","Atribut bantuan tidak boleh digunakan dalam pembaruan tata letak khusus."
"Helper for options rendering doesn't implement required interface.","Bantuan untuk render opsi tidak mengimplementasikan antarmuka diperlukan."
"Home","Beranda"
"ID","ID"
"ID Path","Jalur ID"
"IP Address","Alamat IP"
"IPN (Instant Payment Notification) Only","Hanya(Instant Payment Notification)IPN"
"Id","Id"
"If there is an account associated with %s you will receive an email with a link to reset your password.","If there is an account associated with %s you will receive an email with a link to reset your password."
"If this message persists, please contact the store owner.","Jika pesan ini berlanjut, silahkan hubungi pemilik toko."
"If you do not specify an option value for a specific store view then the default (Admin) value will be used.","Bila Anda tidak menetapkan sebuah nilai pilihan untuk sebuah tampilan khusus toko maka (Admin) nilai standar akan digunakan. "
"Images (.gif, .jpg, .png)","Gambar(.gif, .jpg, .png)"
"Images Cache","Gambar Cache"
"Import","Impor"
"Import Service","Impor layanan"
"Import and Export","Impor and Ekspor"
"Import and Export Tax Rates","Impor dan Ekspor Tarif Pajak"
"Import/Export","Impor/Ekspor"
"Import/Export Advanced","Impor/Ekspor Lanjutan"
"Import/Export Profile","Impor/Ekspor Profil"
"Important: ","Important: "
"Imported <strong>%s</strong> records","Impor <strong>%s</<strong> rekam"
"In","Di"
"In Database:","Dalam Database:"
"In File:","Dalam file:"
"Inactive","Tidak aktif"
"Incl. Tax","Incl. Tax"
"Incoming Message","Pesan Masuk"
"Insert Variable...","Masukan Variable..."
"Interactive","Interaktif"
"Interface Locale: %s","Antarmuka lokal: %s"
"Invalid Form Key. Please refresh the page.","Invalid Form Key. Please refresh the page."
"Invalid Import Service Specified","Layanan impor tidak valid ditentukan"
"Invalid POST data (please check post_max_size and upload_max_filesize settings in your php.ini file).","POST data tidak valid (Silakan check post_max_size and upload_max_filesize settings anda dalam php.ini file)."
"Invalid Secret Key. Please refresh the page.","Invalid Secret Key. Please refresh the page."
"Invalid User Name or Password.","Invalid User Name or Password."
"Invalid directory: %s","Direktori Tidak Valid: %s"
"Invalid email address ""%s"".","Invalid email address ""%s""."
"Invalid email address.","Alamat email tidak valid."
"Invalid file: %s","file Tidak Valid: %s"
"Invalid input data for %s => %s rate","Input Data Tidak Valid Untuk %s => %s tingkat"
"Invalid parent block for this block","Blok Induk Tidak Berlaku Untuk Blok ini"
"Invalid parent block for this block.","Blok induk tidak berlaku untuk blok ini."
"Invalid password reset token.","Invalid password reset token."
"Invalid sender name ""%s"". Please use only visible characters and spaces.","Invalid sender name ""%s"". Silakan Gunakan hanya karakter yang terlihat dan ruang."
"Invalid timezone","Zona waktu tidak berlaku"
"Invalidated","Tanggal tidak berlaku"
"Inventory Stock Status","Status Persediaan Stok"
"Invoice #%s comment added","Komentar Faktur #%s telah ditambahkan"
"Invoice #%s created","Faktur #%setelah dibuat"
"Invoice History","Riwayat Faktur"
"Invoice Totals","Total Faktur"
"Invoice canceling error.","Pembatalan Invoice error."
"Invoice capturing error.","Pengambilan Invoice error."
"Invoice voiding error.","Pembatalan Invoice error."
"Invoices","Faktur"
"Is Closed","Di tutup"
"Is Default","Adalah Patokan"
"Issue Number","Nomor terbitan"
"Items","Barang"
"JavaScript seems to be disabled in your browser.","JavaScript seems to be disabled in your browser."
"JavaScript/CSS","JavaScript/CSS"
"JavaScript/CSS Cache","JavaScript/CSS Cache"
"Kb","Kb"
"Last 24 Hours","Last 24 Hours"
"Last 5 Orders","5 pesanan terakhir"
"Last 5 Search Terms","5 pencarian barang terakhir"
"Last 7 Days","7 hari terkhir"
"Last Credit Memo Created Date","Tanggal Credit Memo terakhir dibuat"
"Last Invoice Created Date","Tanggal invoice terakhir dibuat"
"Last Logged In (%s):","Terakhir kali masuk (%s):"
"Last Logged In:","Terakhir kali masuk pada:"
"Last Name","Nama akhir"
"Last Name is required field.","Nama akhir dibutuhkan field."
"Last Name:","Nama akhir:"
"Last updated: %s. To refresh last day\'s <a href=""%s"">statistics</a>, click <a href=""%s"">here</a>.","Last updated: %s. To refresh last day\'s <a href=""%s"">statistics</a>, click <a href=""%s"">here</a>."
"Latest Message:","Pesan terbaru:"
"Layered Navigation Indices","Indek Navigasi Berlapis"
"Layered Navigation Indices were refreshed.","Indeks navigasi berlapis yang diperbarui."
"Leave empty to use tax identifier","Biarkan kosong untuk menggunakan pengenal pajak"
"Lifetime Sales","Penjualan Sepanjang masa"
"Lifetime statistics have been updated.","Statistik sepanjang masa telah diperbarui."
"Links","Tautan"
"Links with associated products will retain only after saving current product.","Tautan dengan produk-produk terkait akan bertahan hanya setelah menyimpan produk saat ini ";.;"
"List (default) / Grid","Daftar (standar) / Grid"
"List Only","Hanya List"
"Load Template","Masukan Template"
"Load default template","Masukan Template Standar"
"Loading...","Memuat..."
"Local Server","server lokal"
"Local/Remote Server","Lokal/Server Jarak jauh"
"Locale","Lokal"
"Log In","Masuk"
"Log Out","Keluar"
"Log in to Admin Panel","Masuk ke Admin Panel"
"Log in to use <strong>%s</strong>","Log in to use <strong>%s</strong>"
"Log into Magento Admin Page","Masuk ke Halaman Admin Magento"
"Logged in as %s","Masuk sebagai %s"
"Login","Login"
"Low Stock","Stok Rendah"
"MAJOR","MAYOR"
"MINOR","MINOR"
"MS Excel XML","MS Excel XML"
"Magento Admin","Admin Magento"
"Magento Commerce - Administrative Panel","Magento Commerce - Panel Administrasi"
"Magento Connect","Koneksi Magento"
"Magento Connect Manager","Mengelola Koneksi Magento"
"Magento Logo","Logo Magento"
"Magento is a trademark of Magento Inc. Copyright &copy; %s Magento Inc.","Magento is a trademark of Magento Inc. Copyright &copy; %s Magento Inc."
"Magento root directory","Magento root directory"
"Magento ver. %s","Magento ver. %s"
"Magento&trade; is a trademark of Magento Inc.<br/>Copyright &copy; %s Magento Inc.","Magento&trade; adalah merk dagang dari Magento Inc.<br/>Copyright &copy; %s Magento Inc."
"Make sure that data encoding in the file is consistent and saved in one of supported encodings (UTF-8 or ANSI).","Pastikan bahwa data encoding dalam file tersebut konsisten dan disimpan dalam satu pengkodean encoding pendukung (UTF-8 or ANSI)."
"Manage Attribute Sets","Kelola Set Atribut"
"Manage Attributes","Kelola Atribut"
"Manage Categories","Kelola Kategori"
"Manage Content","Kelola Konten"
"Manage Currency Rates","Manage Currency Rates"
"Manage Currency Symbols","Manage Currency Symbols"
"Manage Customers","Kelola Pelanggan"
"Manage Options (values of your attribute)","Kelola Pilihan (nilai dari atribut anda)"
"Manage Ratings","Atur Rating"
"Manage Stores","Kelola toko"
"Manage Tax Rules","Kelola Aturan Pajak"
"Manage Tax Zones and Rates","Kelola zona pajak dan tarif"
"Manage Titles (Size, Color, etc.)","Kelola Judul (Ukuran, Warna, dll.)"
"Manual","Manual"
"Matched Expression","Ungkapan Sesuai"
"Maximum sender name length is 255. Please correct your settings.","Maximum sender name length is 255. Please correct your settings."
"Mb","Mb"
"Media (.avi, .flv, .swf)","Media (.avi, .flv, .swf)"
"Media storages synchronization has completed!","Singkronisasi Penyimpanan Media Telah Selesai"
"Messages Inbox","Pesan Kotak Masuk"
"Month","Bulan"
"Most Viewed","Paling banyak dilihat"
"Most Viewed Products","Produk Paling Banyak dilihat"
"Multiple Select","Multi pilihan"
"My Account","Akun saya"
"My Applications","My Applications"
"N/A","N/A"
"NOTICE","PEMBERITAHUAN"
"Name","Nama"
"Name on Card","Nama pada kartu"
"Name on the Card: %s","Nama pada Kartu: %s"
"Name:","Nama:"
"Never (production)","Never (production)"
"New ","Baru "
"New API Key","API Key Baru"
"New Accounts","Akun baru"
"New Attribute","Attribut baru"
"New Block","Blok baru"
"New Category","Kategori baru"
"New Class","Kelas Baru"
"New Condition","Kondisi Baru"
"New Custom Variable","Variabel Khusus Baru"
"New Customer","Pelanggan Baru"
